loan_amnt,term,int_rate,installment,annual_inc,dti,open_acc,total_acc,loan_paid_back
5583.52,60,16.54,1212.26,21150.39,30.08,4,13,1
26319.2,36,8.26,610.69,60690.36,26.19,19,5,1
30095.75,36,7.99,62.04,187383.42,14.07,13,35,1
23751.38,36,15.04,1222.24,114334.65,0.35,12,15,1
38524.73,36,19.57,682.78,66834.64,10.79,7,40,1
15619.95,60,20.02,1275.22,136360.77,31.05,20,34,1
12142.77,36,9.52,1170.7,126999.91,13.62,9,28,1
34875.37,60,7.0,762.51,165805.35,15.1,13,42,1
9720.24,36,12.69,1499.12,36683.81,2.97,24,31,0
38565.68,60,23.36,709.25,208450.42,24.07,9,27,1
1474.02,60,15.91,1053.86,33403.66,24.88,5,38,1
38825.27,60,11.4,1014.61,124386.71,17.23,7,39,1
2683.24,36,11.47,791.56,183408.8,30.42,7,11,1
35754.58,60,7.64,890.46,99306.54,35.07,23,49,1
21580.34,60,14.46,1203.95,229327.26,30.02,22,12,1
39725.63,60,20.83,870.27,193703.33,21.77,10,31,1
3878.07,36,24.37,691.72,117991.05,37.43,5,31,0
22600.32,60,15.03,1003.26,62280.07,15.29,13,13,1
38802.8,36,8.34,82.2,29990.95,26.19,16,10,1
21400.82,60,18.66,190.51,204382.8,23.01,2,6,0
25546.55,36,20.14,214.38,64683.08,33.66,10,13,1
28134.2,60,6.43,655.88,82025.06,19.98,15,48,1
18727.1,60,22.0,1311.51,22387.02,22.14,6,10,1
25474.77,60,21.59,975.64,24192.18,18.15,24,15,0
23788.26,60,14.45,1459.75,72996.24,5.62,7,5,1
36145.16,36,16.21,88.71,220759.75,35.46,4,39,0
2772.41,60,19.27,1091.35,199589.3,34.47,8,14,1
11957.56,60,18.53,491.88,197070.82,28.1,8,24,0
38066.05,60,5.33,64.23,210218.0,13.91,16,46,1
35720.29,36,7.45,1244.11,62921.12,14.2,24,23,1
18770.61,36,8.25,269.16,245185.02,1.44,12,15,1
25185.17,36,20.11,344.69,73404.31,3.11,20,31,1
11817.87,60,13.8,530.48,54483.87,20.55,20,33,1
8336.73,36,15.91,1188.88,87768.28,1.99,19,24,0
19084.24,36,20.45,948.15,142004.27,3.97,22,12,1
14780.74,36,11.82,419.35,48619.04,10.05,15,17,1
23762.59,60,19.98,277.68,189882.84,14.95,6,12,1
4031.65,36,13.85,191.04,105451.14,19.57,21,23,1
39001.4,60,12.54,250.23,150735.8,12.98,10,37,1
39462.22,36,11.66,1306.17,188874.29,37.63,19,45,1
28228.31,36,24.3,1386.34,227435.56,38.04,12,43,1
21907.76,60,20.44,1452.9,208449.8,2.24,2,28,1
13071.58,60,5.4,1257.06,143617.8,39.42,14,37,1
32738.01,60,24.15,1334.46,247969.77,6.92,12,40,1
27704.52,36,20.51,1229.67,141840.01,13.25,10,7,1
7342.06,60,7.98,1438.34,143273.6,33.48,5,7,0
36526.16,60,6.53,1273.11,56452.28,27.51,5,5,1
33078.95,36,11.16,709.14,54205.72,2.33,11,31,0
38042.2,60,17.48,505.18,58801.26,30.98,16,43,1
29303.06,60,17.33,888.79,156118.91,26.53,24,39,1
24923.19,36,10.52,924.03,115489.54,38.02,12,38,0
17311.48,36,13.91,875.12,108753.44,36.4,2,30,1
37376.41,36,9.24,1068.89,49338.41,39.01,20,48,1
34776.49,60,6.01,1057.5,107650.75,18.2,23,35,1
2763.53,36,15.34,158.18,106937.67,28.26,17,32,1
2028.31,60,11.94,449.72,,38.48,23,40,1
15682.07,36,15.86,1338.09,109334.23,0.08,7,20,1
32611.58,36,23.93,897.35,116315.26,31.56,23,49,1
39503.77,36,7.87,512.93,82684.88,2.16,24,24,0
6866.26,60,5.04,1280.17,50245.9,39.96,4,13,1
24171.1,60,6.54,396.09,89002.5,0.56,5,36,1
15854.74,60,14.25,631.52,29836.03,,4,5,0
38826.66,60,19.14,436.09,66853.29,20.84,10,5,1
33842.64,60,16.62,1310.88,94739.06,12.19,22,37,1
33694.82,36,14.9,1100.58,53498.65,29.29,24,28,1
19279.03,36,12.08,706.53,,10.28,17,41,1
17177.96,36,11.2,1400.48,84575.96,11.63,18,6,0
11662.88,36,12.53,1393.34,161571.34,7.21,19,34,1
3198.64,60,17.23,1075.94,168093.69,28.56,14,22,1
34724.17,60,8.36,1341.23,122876.3,6.8,11,48,1
32703.14,60,20.43,1087.51,123294.48,35.91,19,32,0
39988.99,36,16.51,953.47,153736.55,11.51,5,19,1
39868.84,36,10.38,648.55,80364.96,20.74,7,39,1
22661.84,60,15.02,432.0,24886.34,19.0,7,18,1
30990.51,36,24.26,118.58,168355.66,28.09,17,6,1
37845.86,36,5.41,1207.28,159960.84,9.36,21,6,1
34136.25,60,8.99,209.58,129567.64,33.55,22,46,1
10646.58,36,13.97,633.21,221426.09,29.52,15,28,0
18571.22,60,17.77,374.91,136983.71,13.7,4,15,1
6037.22,36,9.24,698.3,89803.77,4.81,12,23,1
38207.99,60,23.63,493.03,184112.46,20.19,22,5,1
24640.81,36,17.85,1249.65,241352.81,39.22,24,32,1
9917.07,60,22.55,1467.92,189482.14,0.97,14,31,1
27196.33,60,11.59,1414.09,229035.01,33.79,3,16,1
25107.0,36,21.58,944.88,45924.28,27.99,19,37,1
14968.35,36,12.56,1469.54,47826.86,7.33,2,43,1
5428.75,60,10.06,619.06,55559.31,19.06,16,21,1
27191.35,60,23.23,798.06,181656.52,25.11,14,18,1
21292.0,60,6.84,407.57,109632.62,27.87,16,34,1
31120.42,60,23.86,1350.03,129873.56,36.85,3,30,0
21286.38,60,14.17,294.17,80241.63,34.92,22,20,1
34235.08,36,24.85,927.42,,13.14,6,36,1
22524.37,36,15.79,1205.2,214430.04,4.8,19,11,1
22876.58,36,20.15,905.24,,4.17,23,28,1
35189.49,36,5.14,145.8,64328.85,38.75,18,47,1
16735.83,36,14.93,928.83,98062.18,38.23,18,5,1
6226.59,60,19.75,1157.61,84438.32,32.78,20,25,1
2122.52,36,20.66,306.11,142253.42,39.22,6,30,1
30450.35,36,8.16,1113.32,193093.22,10.97,24,34,1
25192.07,60,13.38,1321.51,202452.95,33.02,17,30,1
28459.11,60,13.38,1480.09,67943.43,20.09,17,47,1
9305.6,36,7.07,632.79,60383.83,31.97,24,39,1
6318.49,36,13.86,66.99,103649.68,24.43,16,34,0
1567.24,60,21.14,646.05,53976.51,33.85,18,42,1
14672.91,36,11.0,1000.53,41113.33,15.89,19,43,0
24006.79,60,13.65,1340.31,75793.76,39.57,2,27,1
16297.52,36,24.22,1409.02,110607.07,8.77,18,40,1
18061.52,36,5.63,1367.08,155203.58,26.9,5,15,1
36262.19,36,16.83,997.2,186354.12,32.1,16,18,1
14581.96,36,19.87,1033.31,71246.65,23.43,18,16,1
21045.59,60,20.22,33.5,208292.67,11.61,5,34,0
31562.47,60,19.32,564.68,27744.28,22.45,12,19,0
16465.17,36,19.53,1363.08,122130.58,20.19,4,42,0
25261.38,36,6.18,1043.74,165607.61,7.6,24,49,0
34632.18,36,15.68,717.84,86990.73,30.53,10,29,1
38031.3,36,20.66,183.25,177249.15,10.69,12,7,1
6735.87,60,6.88,392.09,219422.3,33.28,11,7,0
37136.92,60,5.24,845.74,40554.25,8.57,7,27,0
20192.54,36,21.29,1349.33,137888.9,20.09,6,14,1
11071.53,60,19.25,170.84,24317.22,27.81,22,30,0
18906.29,60,13.24,256.02,84302.09,39.83,14,37,1
39221.27,36,23.81,992.86,,10.84,13,33,1
20212.11,36,20.33,462.4,163583.25,25.42,19,5,1
13821.31,36,24.36,279.46,77197.24,6.13,18,24,1
25702.63,60,23.59,292.3,84951.58,32.79,21,12,0
10365.68,60,14.63,754.14,67294.97,34.46,10,44,1
3958.67,60,20.09,888.1,76074.58,35.52,22,32,0
6026.31,60,18.38,1359.39,71775.35,37.82,15,35,0
5993.79,36,21.23,808.83,180510.4,14.23,12,19,1
6924.21,36,20.75,1046.17,239836.39,26.66,16,16,0
6414.26,36,8.06,295.61,132753.23,12.63,14,39,1
25994.12,60,9.67,1078.79,158089.19,32.15,5,9,1
8093.32,36,10.31,983.58,208164.41,16.62,11,5,1
14481.02,36,21.37,347.79,129504.41,22.2,17,34,1
35974.75,60,21.21,1013.98,89465.6,5.32,16,39,1
19484.5,36,14.91,340.89,238724.21,34.02,7,49,1
27034.75,60,16.62,902.56,228416.01,19.32,5,7,1
7720.47,60,21.54,1013.21,70682.75,25.62,24,23,0
8499.27,36,11.25,1049.23,181707.58,26.77,13,9,1
2593.88,36,6.0,1366.62,168842.09,10.97,17,17,1
7588.47,60,14.65,1423.32,169415.56,31.8,22,9,1
11865.02,36,23.27,1220.99,211038.69,33.32,16,44,1
7903.41,36,20.81,1321.76,175044.29,,18,9,1
4459.4,60,12.33,58.41,139140.88,36.1,8,42,1
5704.8,36,6.3,563.12,214595.16,6.44,23,8,0
18970.37,60,17.74,88.39,80913.43,16.58,15,18,0
9047.02,60,21.69,360.52,176221.87,1.77,14,20,1
15206.52,60,18.3,591.13,181349.66,15.94,2,5,1
20633.27,60,13.5,1305.34,220173.65,39.88,7,14,1
27925.4,36,7.47,782.28,249610.76,18.53,12,43,1
2533.17,36,23.22,983.83,148236.8,16.77,7,22,1
32177.01,36,10.52,563.34,131415.2,27.51,11,20,1
25488.12,60,9.49,916.29,158157.14,1.94,11,45,1
4188.6,36,21.32,1228.84,171495.85,14.15,17,35,1
35069.57,60,24.62,472.82,183986.37,21.32,8,16,0
36914.02,60,18.2,1400.42,84680.73,19.36,2,20,1
3382.04,36,17.5,343.57,132017.45,25.7,5,28,1
11798.23,36,11.39,1381.37,105311.73,5.56,6,25,1
32441.85,60,5.41,71.6,28917.86,16.1,20,20,1
30182.13,60,8.84,827.85,160190.39,25.34,12,29,1
8196.32,60,16.69,1478.2,221207.34,12.07,22,25,1
9164.62,60,8.03,926.37,231938.72,24.52,5,8,1
15448.41,36,22.68,845.65,139007.44,38.33,3,42,1
19896.4,36,8.76,1033.23,196153.45,37.22,12,28,1
25111.94,36,15.44,455.27,183854.93,29.02,8,10,1
15387.63,60,15.24,109.26,72646.53,7.11,24,45,0
19038.85,60,17.08,399.06,,31.37,16,11,0
30151.37,36,11.55,289.08,192006.97,17.87,6,8,1
2430.64,36,22.47,1387.65,85019.71,38.07,8,40,1
10845.04,36,13.89,1282.83,146357.96,24.46,12,48,1
28820.63,60,19.0,497.04,140534.81,8.7,22,35,1
35913.07,60,17.72,1259.02,208111.0,12.5,20,29,1
20955.42,60,7.34,341.28,168268.5,12.76,14,18,1
21752.43,36,17.45,323.38,214843.88,11.05,24,40,1
5179.71,36,16.01,1158.28,193014.28,30.87,23,47,1
18449.08,36,22.97,510.59,249961.2,13.47,9,48,1
21772.07,36,22.62,125.25,218691.24,7.82,16,9,1
10456.35,36,8.02,1088.38,68547.62,23.84,19,16,1
11500.49,36,6.63,1484.71,241119.45,18.59,4,8,1
15714.08,60,10.89,861.99,98230.89,0.89,19,34,1
1782.78,36,24.73,417.59,159803.21,11.16,14,33,0
13561.09,36,5.43,578.17,236510.67,1.53,8,33,1
9246.47,60,18.46,983.51,69258.02,30.68,4,26,1
13772.4,60,17.17,1061.03,217178.76,38.04,4,40,1
5670.72,60,17.93,1332.91,239225.1,20.01,9,30,0
35730.56,60,9.37,1365.99,216362.53,22.33,7,26,1
24150.11,60,9.53,1296.08,208409.41,33.8,16,5,1
27484.99,60,13.61,983.28,80861.3,0.76,3,37,1
31777.68,36,6.92,691.28,113632.92,6.49,7,43,1
20439.25,36,6.49,1028.58,194876.83,26.17,16,39,1
4389.89,36,6.77,1009.85,47178.05,29.67,14,30,1
21947.16,36,16.46,350.43,224325.68,25.05,16,37,1
23886.8,60,12.95,776.1,68359.1,37.57,17,31,1
30072.14,60,10.87,336.08,149905.54,15.69,24,13,1
17834.72,36,11.32,1351.71,44163.69,22.2,17,12,1
5975.63,60,9.15,505.17,62593.69,38.26,8,46,0
12067.26,60,13.23,1213.98,154665.01,35.99,8,7,0
15160.21,36,9.06,584.52,165967.7,1.23,23,30,1
26190.77,36,18.96,1152.69,82042.85,14.09,14,12,1
23260.35,36,7.48,354.74,47392.38,29.56,23,19,1
14887.77,36,23.96,1152.7,146397.86,0.04,19,12,1
39474.09,36,6.8,293.91,213346.7,34.52,5,6,1
24625.22,36,23.87,751.5,66332.49,20.08,5,34,0
10251.84,36,21.67,197.03,179060.02,3.46,21,48,1
4969.52,36,18.61,806.01,108752.65,17.7,15,41,1
6961.51,60,23.25,1236.45,,19.7,21,31,1
10592.35,36,7.78,1140.65,38991.82,14.68,12,31,1
7266.57,60,8.53,104.55,29192.72,18.17,2,10,1
8276.11,36,10.04,753.5,48590.9,35.66,7,13,0
12118.71,60,9.9,1282.77,199962.31,12.96,17,33,1
7761.57,36,11.22,985.65,232237.04,38.44,15,23,1
35973.85,36,16.51,117.03,209169.63,27.48,24,28,1
4129.12,36,5.56,508.68,185101.36,35.84,22,24,1
21455.94,36,12.65,848.18,33244.47,8.36,5,36,0
17005.48,36,9.93,283.8,69176.67,19.67,12,39,1
39312.77,60,17.13,1032.41,235137.18,22.62,3,8,1
5369.52,36,24.7,963.22,163242.4,3.41,21,17,1
16516.37,36,15.35,327.59,127714.57,19.75,5,9,0
38809.35,36,13.51,839.09,170031.78,34.44,3,41,1
34754.78,60,12.36,1223.23,61076.56,2.09,9,15,1
32865.81,60,20.7,581.0,225359.86,25.69,10,20,1
11058.21,60,6.44,393.07,170949.83,39.55,18,31,0
7664.62,60,24.2,1060.79,128386.23,21.1,9,23,1
27077.09,60,13.36,134.08,125196.39,12.13,20,30,1
37245.66,60,11.27,1254.03,209146.83,23.4,8,44,1
22713.75,36,24.48,1416.88,90809.76,21.66,19,39,1
23292.89,36,23.72,1448.24,51540.31,4.21,10,7,1
11919.18,36,17.84,665.83,62704.0,8.57,13,33,1
31010.22,60,5.37,946.11,38661.28,26.78,18,25,1
8294.71,36,19.97,1290.33,136808.47,23.7,22,36,1
13623.49,36,11.71,358.43,175769.38,13.77,9,26,1
17592.02,60,12.77,70.72,234816.6,39.14,20,8,0
20796.8,36,8.17,595.31,192687.44,25.79,6,20,1
10453.98,36,15.47,1330.03,154115.46,9.23,8,5,1
5478.64,36,19.89,772.46,218709.41,18.85,13,38,1
24814.18,60,10.46,809.42,225209.0,28.46,16,32,1
12256.59,60,23.77,1046.47,183848.7,26.88,12,15,1
23668.29,36,8.89,874.54,32945.46,9.85,22,7,1
7020.15,36,6.33,110.08,87105.33,25.91,9,45,1
19764.46,60,17.89,854.46,97322.77,13.32,24,41,1
21770.99,60,21.99,982.5,249397.73,18.3,19,14,1
3021.12,60,24.06,973.15,126757.39,26.77,15,20,0
14127.57,60,20.34,1100.67,195233.61,23.24,14,32,1
6242.17,36,8.99,794.28,207173.37,28.51,10,33,0
3471.62,60,24.55,1353.09,170249.83,15.27,22,26,1
39608.45,36,23.39,712.46,24203.59,30.08,21,13,1
13571.8,60,8.26,791.73,24450.38,0.63,10,42,1
32585.1,36,16.18,1177.05,208318.92,7.52,3,16,1
10930.99,60,16.11,1254.86,190025.19,38.93,8,32,0
27578.61,60,13.85,983.09,143306.8,3.47,3,9,1
30648.89,60,24.69,215.77,77239.11,26.48,15,23,1
24229.91,36,6.19,517.97,39944.15,36.67,15,16,1
19391.47,36,17.54,59.63,57781.72,34.38,9,16,1
17061.8,36,9.11,464.31,153474.47,36.51,18,5,1
14605.86,36,15.55,868.26,145540.13,39.36,11,6,1
37251.64,60,20.59,1213.69,236491.39,14.29,3,32,0
33394.16,60,9.93,890.91,240173.65,13.21,20,23,1
38636.05,60,12.87,88.65,152481.57,4.83,17,35,1
5847.59,36,24.02,410.89,213529.5,8.06,2,14,1
29503.83,60,20.23,879.75,206817.39,26.12,7,5,1
37595.28,60,16.45,1072.3,193046.61,13.25,18,16,1
8068.09,60,9.44,1303.69,120587.74,13.65,14,36,0
3593.35,36,13.51,1452.44,109563.45,25.84,13,17,1
29903.71,36,20.48,1340.93,80750.81,4.18,20,28,0
23404.45,60,21.41,716.97,235531.85,2.24,2,34,1
33831.32,36,9.89,1127.99,211917.83,32.11,20,49,1
6451.12,36,18.24,383.58,60736.63,31.59,22,46,1
32015.43,60,6.9,123.83,78066.51,15.4,8,10,1
8863.47,60,5.46,110.95,153705.35,23.72,8,34,1
7382.58,36,15.97,384.72,115127.95,9.52,24,39,1
7406.37,36,9.49,85.19,69196.46,14.71,7,41,1
32768.41,60,6.58,1279.9,201966.01,1.46,9,32,1
26942.69,60,19.6,750.18,20357.22,10.94,10,36,0
21399.55,60,14.96,1222.02,98953.6,0.66,7,45,1
14994.39,60,20.93,1411.65,233750.48,16.96,10,41,1
35210.82,60,18.28,1491.04,194976.64,20.79,24,9,1
16305.36,60,19.6,1407.63,112295.54,19.81,12,28,1
32847.38,60,11.15,1083.34,233607.54,13.63,2,9,1
18126.26,36,10.27,679.71,227184.74,8.28,2,36,0
15700.83,36,17.02,909.04,32094.26,18.17,14,22,1
19044.51,60,9.0,1230.25,49426.45,34.8,12,35,1
12753.74,36,21.31,1349.41,109062.97,39.33,6,6,0
30156.77,36,15.46,1436.01,233761.46,12.51,17,39,1
20606.1,60,9.54,1103.99,214167.19,38.98,17,31,1
10056.3,60,17.5,823.73,30985.19,17.38,16,32,1
36083.41,60,23.9,1453.51,137836.12,24.53,4,16,1
15971.76,36,6.64,1439.18,185658.26,32.15,8,6,0
22198.56,60,7.19,732.0,83462.22,14.38,12,11,1
36352.41,60,21.88,983.53,186180.63,8.33,18,24,1
25345.28,36,7.19,1219.62,105036.86,10.92,23,6,1
5559.02,60,5.79,666.63,83033.0,33.54,20,14,1
37653.45,36,11.96,1249.19,110289.91,37.38,6,17,1
25480.61,36,14.33,193.84,238684.23,5.14,5,20,0
14061.32,60,16.39,737.29,228217.71,27.78,19,46,1
6431.61,60,15.15,739.44,230208.8,1.4,9,32,0
31966.98,60,23.26,1036.45,230997.19,35.0,7,33,0
25182.84,36,20.37,201.13,61003.04,34.27,14,15,1
21804.98,60,24.68,181.72,,30.98,22,20,1
35861.81,36,14.53,1353.87,68823.58,32.98,3,12,0
31755.29,60,6.69,476.5,212771.19,24.17,16,49,0
6915.32,60,24.11,510.58,144636.74,5.89,12,25,1
13157.16,60,5.08,1171.99,75191.32,36.58,7,10,1
10691.08,60,20.52,639.92,111659.69,5.64,11,48,1
30013.91,36,5.63,1254.4,119676.98,9.01,22,15,1
2307.76,60,20.22,620.16,188629.39,17.3,19,30,0
23225.7,60,23.76,1148.08,159384.94,19.92,5,16,1
30735.89,60,12.79,802.21,207859.9,3.85,7,6,1
35193.86,60,9.82,1405.67,111265.15,30.47,14,24,1
14341.19,36,9.53,511.26,191025.82,5.49,17,43,1
33029.03,36,14.83,563.16,202345.04,26.19,20,32,1
5314.64,60,8.42,1455.88,34523.19,18.08,18,43,1
34011.64,36,18.46,1114.16,,32.44,18,11,1
5972.06,60,12.37,1165.67,223777.58,11.82,13,20,0
16494.2,36,11.46,465.09,182144.46,33.46,21,17,1
32094.52,60,14.23,812.11,116242.66,10.09,10,33,1
6846.78,36,15.85,490.91,62084.08,22.97,15,26,1
9940.8,36,7.84,412.01,42220.49,19.44,23,42,0
29167.85,36,19.16,816.8,72750.69,14.1,19,40,1
29081.42,36,22.66,1482.01,76279.26,0.47,8,6,1
26004.76,36,10.56,345.5,105252.25,15.91,16,40,1
28063.99,60,8.61,386.5,60691.98,4.73,2,18,1
22166.25,36,20.21,387.4,53590.93,9.01,16,32,1
10820.16,60,8.67,1193.8,214121.55,27.53,19,17,1
14482.14,60,5.83,780.41,77393.8,22.85,22,8,1
8082.31,60,17.38,595.61,149169.23,21.08,16,20,1
36429.57,60,9.8,1270.37,65838.9,22.56,2,6,0
23752.28,60,8.44,467.31,133103.31,4.8,12,48,1
16633.21,60,24.63,606.56,83643.76,6.59,14,39,1
19018.23,60,10.84,138.22,39963.93,21.71,17,24,1
37944.05,60,23.07,204.8,245900.44,16.27,3,22,1
6980.7,60,8.56,230.99,125295.41,18.53,17,12,1
23862.96,60,21.38,540.05,110400.9,35.17,12,27,1
20729.66,60,15.04,800.41,65798.09,7.41,10,49,1
24846.72,36,6.57,31.09,133934.15,36.43,13,27,1
1706.3,60,19.67,309.2,166100.37,34.3,5,29,1
35012.83,60,22.84,288.21,,36.07,3,45,1
37352.61,60,8.26,402.42,130496.23,25.65,23,40,1
23040.19,36,19.51,274.14,74528.64,34.56,7,7,1
28169.38,36,13.9,316.84,141374.01,39.65,13,22,1
36977.48,60,20.08,1476.3,201059.33,18.86,6,33,1
28582.31,36,19.28,904.25,33849.09,34.47,19,28,1
6949.02,36,5.53,1151.16,139102.96,36.15,2,33,1
23475.25,60,8.57,1234.43,111853.51,12.39,3,16,1
24661.89,60,14.42,1011.49,37029.51,17.71,24,45,1
17541.1,36,23.67,1065.0,236317.08,22.95,13,37,1
29721.33,36,11.84,959.46,79763.89,13.97,11,17,0
37440.31,60,17.58,984.58,149860.65,12.89,2,18,1
37097.17,60,5.24,1394.82,105702.66,15.23,6,38,1
18582.74,60,19.22,303.04,82360.52,16.96,11,30,1
5416.28,60,17.06,433.85,141251.55,10.09,17,12,0
39408.81,60,19.31,167.09,178476.58,18.93,15,32,1
33717.03,60,23.09,1260.87,200673.1,31.15,21,42,1
5861.84,36,7.93,689.67,165802.63,24.98,6,11,0
36912.83,60,10.23,1363.44,141048.08,15.19,23,33,1
34925.96,60,24.92,635.16,198770.18,6.25,23,33,1
21234.68,36,8.13,680.64,139014.86,32.96,20,34,1
24059.74,60,19.41,689.08,244072.17,20.45,10,47,1
16561.11,60,19.5,930.36,141150.36,38.85,4,46,0
3135.7,36,18.66,1156.2,92966.84,10.11,23,49,1
14072.69,36,9.55,546.4,122663.26,7.02,13,36,1
32311.28,60,9.3,956.34,,0.32,8,23,1
1180.65,36,18.33,329.83,85201.8,3.3,10,10,1
14006.47,60,8.73,844.45,56510.85,15.42,15,47,1
16528.58,60,18.23,833.48,119218.19,7.93,2,46,1
21958.43,36,14.85,1336.41,226317.55,1.52,11,48,1
36874.37,60,12.73,1346.89,78772.17,9.01,17,45,1
14507.49,60,11.0,746.2,103218.29,29.15,8,42,1
14531.17,60,23.95,66.16,,29.43,18,11,1
29762.55,60,15.16,1271.59,38922.86,5.99,18,22,1
18636.5,36,16.23,30.92,209766.23,37.46,6,35,1
9759.59,36,23.99,733.03,185664.13,6.36,5,9,1
18645.14,60,18.08,59.09,146445.75,3.57,10,10,1
6493.42,60,24.16,548.31,68180.12,6.52,5,23,0
7879.09,60,7.13,966.04,41316.07,5.62,16,46,1
20436.34,60,21.93,575.67,73295.39,25.27,5,40,1
17338.09,60,11.71,1392.53,195143.91,6.25,21,18,1
36678.99,36,21.21,971.92,234703.76,25.37,21,14,1
15133.36,36,22.11,980.27,189714.28,11.06,10,44,1
23642.95,36,10.43,580.42,141351.91,9.94,3,32,1
25658.31,60,13.18,86.66,238657.03,35.89,13,44,1
1510.68,60,19.52,1115.12,210570.49,8.57,9,14,1
26877.96,60,6.98,1082.88,170842.58,34.58,5,25,1
7943.4,36,20.11,809.28,28718.08,12.14,6,7,1
38481.74,60,7.21,641.91,86178.71,39.65,15,16,1
6797.85,36,23.29,821.33,90888.32,39.24,2,9,1
17170.34,60,10.53,1127.82,99866.41,33.1,2,30,0
4328.64,60,16.51,1077.79,109558.7,34.72,19,31,0
39878.1,60,7.34,997.42,236054.93,32.93,7,14,1
20585.61,60,10.39,1358.55,190630.65,25.19,3,42,0
24220.02,36,13.08,926.54,179145.05,32.36,17,17,1
3615.98,60,14.74,51.33,118098.44,25.13,21,30,1
30248.46,60,5.0,938.55,97636.41,33.69,20,31,0
9186.32,36,22.77,930.46,47502.98,37.42,6,45,1
36024.12,36,5.15,132.37,124303.96,30.13,7,12,0
9000.45,36,20.47,658.76,67228.75,38.59,10,27,1
8436.82,60,14.41,987.11,109932.39,17.93,16,44,1
2425.44,60,15.48,1065.62,55969.99,37.02,15,25,1
19410.61,60,9.17,1342.78,99119.06,9.05,11,5,1
23028.8,60,17.15,1266.83,29885.26,1.25,24,6,1
3562.64,36,15.74,201.33,21385.34,5.12,4,29,0
31245.58,36,8.28,924.91,220079.12,6.41,10,44,1
18678.26,36,9.76,906.83,167490.74,32.98,7,16,1
21451.22,36,6.34,476.51,155163.33,16.04,12,48,1
18189.75,36,6.33,300.64,138172.62,9.33,19,41,1
16629.76,60,5.28,323.28,187147.71,32.49,3,20,1
22825.97,60,9.41,291.0,189318.09,8.08,6,16,0
7054.37,60,18.59,1215.21,235107.81,3.12,19,16,0
8095.2,36,11.32,248.14,76214.42,18.65,2,11,1
34609.64,36,11.85,418.66,200595.73,2.78,9,42,1
37898.5,60,7.64,350.15,247966.28,11.16,7,13,1
15559.06,60,16.51,1077.9,26675.03,28.01,19,30,1
11559.04,60,11.84,262.84,106016.65,14.98,11,42,1
26115.98,60,18.53,65.38,120288.25,3.5,10,20,1
16940.63,60,19.83,580.11,209021.44,16.12,12,21,0
1990.07,60,16.69,478.49,23160.99,20.53,13,26,1
7089.95,36,10.52,614.63,157682.49,10.01,17,41,1
28922.92,60,15.17,1138.11,225293.13,6.84,8,49,0
26698.03,36,10.04,48.18,53954.22,30.47,18,43,1
2056.74,60,23.06,85.43,46581.93,2.71,20,6,1
9656.91,36,20.33,405.8,249950.88,38.27,14,43,1
10011.92,36,14.86,1337.14,209970.55,0.3,20,23,1
27203.82,36,24.31,278.54,180406.26,26.05,12,44,1
1768.71,60,15.94,1495.65,111765.68,5.34,19,27,1
5060.23,60,11.57,1214.37,216411.48,21.88,23,42,1
32196.73,60,6.91,700.52,232237.79,7.49,4,7,1
7963.24,60,15.87,1129.36,188453.97,1.37,5,26,1
26457.1,36,22.21,792.66,111561.8,34.39,14,45,1
10289.13,60,22.33,862.01,154213.53,16.96,9,12,1
4878.21,60,17.09,883.73,42658.97,11.01,20,42,1
10483.72,60,12.87,983.62,56344.71,37.89,5,22,1
29168.41,36,18.01,119.32,200098.59,3.28,10,33,0
34372.16,36,20.24,936.25,26742.56,13.94,10,33,1
33378.57,60,13.23,1083.91,31315.08,7.09,15,35,1
16490.16,60,14.53,486.76,136845.4,39.65,15,39,1
27055.32,60,18.61,1468.51,59221.73,21.84,12,35,1
8994.39,60,22.53,242.33,87551.94,32.49,16,41,1
12432.76,36,20.82,1368.35,111731.23,6.54,11,33,1
35957.1,60,5.45,1024.38,140118.74,12.18,24,42,0
1507.08,60,7.49,1006.54,85212.99,24.78,12,22,1
4334.83,36,22.06,1317.75,131215.69,7.12,19,32,1
9107.56,60,21.68,1252.64,105257.45,20.0,22,30,1
2034.76,60,12.78,537.79,38637.16,37.26,24,49,1
8075.98,60,16.69,1066.89,219439.3,37.21,5,42,1
23738.62,36,23.12,104.39,84714.16,14.2,17,42,0
17435.56,36,23.23,712.11,160155.85,20.65,10,18,1
35814.2,60,20.66,1408.53,151054.05,7.94,12,42,1
32880.3,60,9.19,432.91,65808.36,39.14,9,42,1
14330.88,36,19.61,103.46,26890.38,20.79,10,48,1
11117.51,36,7.02,886.93,217094.23,8.25,3,34,0
15808.0,36,22.88,552.0,134468.67,33.79,22,31,1
24021.5,60,7.98,588.13,115327.53,16.81,2,18,1
11454.48,36,18.25,886.21,195469.42,25.45,6,14,1
25341.81,36,17.2,943.74,27626.55,33.74,9,37,1
16967.05,36,20.54,672.86,,12.37,8,34,1
22529.84,60,16.03,776.1,114050.33,23.12,9,46,1
18008.93,36,6.19,1490.09,146873.45,2.24,16,5,1
12484.16,60,19.12,1437.01,193061.03,9.38,9,23,1
37989.68,60,12.66,1069.76,145766.44,5.55,22,23,1
30780.63,60,11.41,267.37,34207.61,25.77,23,44,1
6464.41,60,24.83,559.14,187578.2,10.19,12,9,1
34870.25,36,16.81,1328.14,200858.58,30.4,3,29,0
